chinese,thai_meaning,category,hsk_level
运,"ขนส่ง, การขนส่ง, การเคลื่อนย้าย ; เล่น (กีฬา)",,hsk5
运行,"ดำเนินการ, ทำงาน, วิ่ง (โปรแกรม)",,hsk5
近来,"เมื่อเร็วๆ นี้, ช่วงนี้",,hsk5
返回,"กลับมา, ย้อนกลับ",,hsk5
进化,"วิวัฒนาการ, การพัฒนา",,hsk5
远处,"ไกลๆ, ที่ไกลออกไป",,hsk5
违反,"ละเมิด, ฝ่าฝืน",,hsk5
违法,"ผิดกฎหมาย, ผิดกฎ",,hsk5
连接,"เชื่อมต่อ, เชื่อมโยง, ติดต่อ",,hsk5
迟,"ช้า, ล่าช้า",,hsk5
迷人,"มีเสน่ห์, น่าหลงใหล, ดึงดูดใจ",,hsk5
迷信,"งมงาย, เชื่อโชคลาง",,hsk5
退步,"ถดถอย, เสื่อมลง, แย่ลง",,hsk5
逃,"หนี, หลบหนี",,hsk5
逃走,"หนีไป, หลบหนีไป",,hsk5
逃跑,"หนี, วิ่งหนี",,hsk5
选修,"เลือกเรียน, วิชาเลือก",,hsk5
递,"ส่ง, ยื่น",,hsk5
递给,"ส่งให้, ยื่นให้",,hsk5
通用,"ทั่วไป, ใช้ได้ทั่วไป",,hsk5
逻辑,"ตรรกะ, เหตุผล",,hsk5
遵守,"ปฏิบัติตาม, ยึดมั่น, ว่านอนสอนง่าย",,hsk5
配备,"จัดหา, จัดเตรียม, ติดตั้ง",,hsk5
配套,"ชุด, เข้าชุดกัน, สอดคล้องกัน",,hsk5
酒鬼,"คนขี้เหล้า, ขี้เหล้า",,hsk5
酸甜苦辣,เปรี้ยวหวานเค็มเผ็ด (รสชาติ),,hsk5
醉,"เมา, มึนเมา",,hsk5
采购,"จัดซื้อ, ซื้อของ",,hsk5
钓,ตกปลา,,hsk5
钢笔,"ปากกา, ปากกาหมึกซึม",,hsk5
钢铁,"เหล็กกล้า, เหล็ก",,hsk5
铃,"กระดิ่ง, ระฆัง",,hsk5
铃声,"เสียงกระดิ่ง, เสียงระฆัง",,hsk5
键,"ปุ่ม, แป้น",,hsk5
长寿,"อายุยืน, การมีอายุยืนยาว",,hsk5
长度,"ความยาว, ระยะทาง",,hsk5
门诊,"คลินิกผู้ป่วยนอก, แผนกผู้ป่วยนอก",,hsk5
闭幕,"ปิดฉาก, ปิดท้าย",,hsk5
闭幕式,"พิธีปิด, พิธีปิดฉาก",,hsk5
闯,"บุก, บุกรุก, ทะลวง ; ผจญภัย",,hsk5
闲,"ว่าง, ว่างเปล่า, ไม่ได้ทำอะไร ; สบายๆ, ไม่เป็นทางการ",,hsk5
间接,"โดยอ้อม, ไม่ตรง",,hsk5
阅览室,"ห้องสมุด, ห้องอ่านหนังสือ",,hsk5
防治,"ป้องกันและรักษา, ควบคุมและบำบัด",,hsk5
阻碍,"ขัดขวาง, กีดขวาง, อุปสรรค",,hsk5
附件,"ภาคผนวก, ส่วนเพิ่มเติม, สิ่งที่แนบมา",,hsk5
陪,"ไปด้วย, ไปเป็นเพื่อน, เคียงข้าง",,hsk5
随后,"หลังจากนั้น, ต่อมา, ถัดมา",,hsk5
随意,"ตามใจ, ตามอำเภอใจ, ตามชอบ",,hsk5
随着,"ตาม, พร้อมกับ, ไปพร้อมกับ",,hsk5
难以,"ยากที่จะ, ลำบากที่จะ",,hsk5
难得,"หายาก, ไม่บ่อย, พิเศษ",,hsk5
雄伟,"ยิ่งใหญ่, สง่างาม, โอ่อ่า",,hsk5
集团,"กลุ่ม, คณะ, บริษัท",,hsk5
雨水,น้ำฝน,,hsk5
雷,"ฟ้าร้อง, ฟ้าผ่า",,hsk5
青,"สีเขียว, สีฟ้า, สีดำ (สำหรับผม)",,hsk5
靠近,"ใกล้, เข้าใกล้",,hsk5
面子,"หน้าตา, ศักดิ์ศรี, หน้าตาทางสังคม",,hsk5
面貌,"รูปลักษณ์, โฉมหน้า, สภาพ",,hsk5
顾问,ที่ปรึกษา,,hsk5
预备,"เตรียม, เตรียมพร้อม",,hsk5
预期,"คาดการณ์, คาดหวัง, ประมาณการ",,hsk5
颗,"เม็ด, หน่วยนับ (สำหรับผลไม้, เมล็ดพืช, หัวใจ)",,hsk5
风光,"ทิวทัศน์, ชื่อเสียง, เกียรติยศ",,hsk5
风度,"ท่าทาง, กิริยามารยาท, ความสง่างาม",,hsk5
餐饮,"อาหารและเครื่องดื่ม, การจัดเลี้ยง",,hsk5
餐馆,"ร้านอาหาร, ภัตตาคาร",,hsk5
饮食,"อาหารและเครื่องดื่ม, การบริโภค",,hsk5
饼,"ขนมปัง, เค้ก, พาย",,hsk5
饼干,"บิสกิต, คุกกี้",,hsk5
骂,"ด่า, ว่า, ตำหนิ",,hsk5
骗子,"คนโกหก, นักต้มตุ๋น",,hsk5
高于,สูงกว่า,,hsk5
高原,ที่ราบสูง,,hsk5
高大,"สูงใหญ่, สูงสง่า",,hsk5
高度,"ความสูง, ระดับความสูง",,hsk5
高温,"อุณหภูมิสูง, ความร้อนสูง",,hsk5
高跟鞋,รองเท้าส้นสูง,,hsk5
鬼,"ผี, ปีศาจ ; น่ากลัว, น่าขนลุก",,hsk5
鸭子,เป็ด,,hsk5
麦克风,ไมโครโฟน,,hsk5
鼓,"กลอง ; ปลุกเร้า, กระตุ้น",,hsk5
鼠,หนู,,hsk5
鼠标,เมาส์ (คอมพิวเตอร์),,hsk5
齐全,"ครบถ้วน, สมบูรณ์",,hsk5
一丝不苟,"พิถีพิถัน, ละเอียดลออ, ไม่ละเลย",,hsk6
一举两得,"ยิงปืนนัดเดียวได้นกสองตัว, ได้ประโยชน์สองทาง",,hsk6
一代,"รุ่น, ยุค, ชั่วอายุคน",,hsk6
一同,"ด้วยกัน, พร้อมกัน",,hsk6
一时,"ชั่วขณะ, ชั่วคราว, ในช่วงเวลาหนึ่ง",,hsk6
一模一样,"เหมือนกันเป๊ะ, เหมือนกันทุกประการ",,hsk6
一次性,"ใช้ครั้งเดียวทิ้ง, ใช้แล้วทิ้ง",,hsk6
一番,"ครั้งหนึ่ง, คราวหนึ่ง, การแสดงออก",,hsk6
一行,"แถว, บรรทัด, การเดินทาง",,hsk6
一贯,"สม่ำเสมอ, เป็นประจำ, คงเส้นคงวา",,hsk6
一路上,"ตลอดทาง, ตลอดเส้นทาง",,hsk6
一道,"หนึ่ง, ร่วมกัน, ด้วยกัน",,hsk6
一齐,"พร้อมกัน, ในคราวเดียว",,hsk6
上台,"ขึ้นเวที, ขึ้นแสดง",,hsk6
上市,"เข้าสู่ตลาด, เปิดตัว (สินค้า)",,hsk6
上帝,"พระเจ้า, พระผู้เป็นเจ้า",,hsk6
上演,"แสดง, ฉาย (ละคร, ภาพยนตร์)",,hsk6
上班族,"คนทำงานออฟฟิศ, พนักงานบริษัท",,hsk6
上进心,"ความทะเยอทะยาน, ความมุ่งมั่น",,hsk6
不仅仅,"ไม่เพียงแต่, ไม่ใช่แค่",,hsk6
不便,"ไม่สะดวก, ลำบาก",,hsk6
不值,"ไม่คุ้มค่า, ไม่สมควร",,hsk6
不再,ไม่...อีกต่อไป,,hsk6
不屑一顾,"ไม่ใส่ใจ, ไม่สนใจ, ไม่แยแส",,hsk6
不怎么,"ไม่ค่อย, ไม่มากนัก",,hsk6
不怎么样,"ไม่ค่อยดี, ไม่ค่อยน่าประทับใจ",,hsk6
不愧,"สมควรได้รับ, ไม่น่าอาย",,hsk6
不成,"ไม่ได้ผล, ไม่สำเร็จ, ไม่ได้เรื่อง",,hsk6
不择手段,"ทุกวิถีทาง, ไม่ว่าจะด้วยวิธีใดก็ตาม",,hsk6
不料,"ไม่คาดคิด, ไม่คาดฝัน",,hsk6
不禁,"อดไม่ได้ที่จะ, อดกลั้นไม่ได้ที่จะ",,hsk6
不至于,"ไม่ถึงกับ, ไม่ถึงขั้น",,hsk6
不见,"ไม่พบ, ไม่เห็น",,hsk6
不言而喻,"ชัดเจนในตัวเอง, ไม่ต้องอธิบาย",,hsk6
不通,"ไม่เข้าใจ, ไม่รู้เรื่อง, ไม่สมเหตุสมผล",,hsk6
与,"และ, กับ",,hsk6
专用,"สำหรับใช้เฉพาะ, พิเศษ",,hsk6
专科,"สาขาวิชาเฉพาะ, วิทยาลัยเฉพาะทาง",,hsk6
世界观,"โลกทัศน์, แนวคิดเกี่ยวกับโลก",,hsk6
丛,"กลุ่ม, กอง, พุ่มไม้",,hsk6
丢三落四,"ขี้ลืม, สะเพร่า, ทำของหายบ่อย",,hsk6
两侧,"ทั้งสองด้าน, สองข้าง",,hsk6
两手,"สองมือ, การลงมือทำ",,hsk6
严寒,"ความหนาวเย็นจัด, อากาศหนาวจัด",,hsk6
丧失,"สูญเสีย, สูญสิ้น",,hsk6
中华,"จีน, ชาวจีน",,hsk6
中外,"จีนและต่างประเทศ, ทั้งในและต่างประเทศ",,hsk6
中期,"ระยะกลาง, กลางเทอม",,hsk6
中等,"ปานกลาง, ระดับกลาง",,hsk6
串,"เสียบ, ร้อย, สอด ; การแสดง (ละคร)",,hsk6
为何,"ทำไม, ด้วยเหตุใด",,hsk6
为此,"เพื่อสิ่งนี้, ด้วยเหตุนี้",,hsk6
为首,"เป็นผู้นำ, หัวหน้า",,hsk6
主流,"กระแสหลัก, แนวโน้มหลัก",,hsk6
主角,"ตัวเอก, ตัวละครหลัก",,hsk6
举足轻重,"มีบทบาทสำคัญ, มีความสำคัญอย่างยิ่ง",,hsk6
之类,"ประเภท, ชนิด, และอื่นๆ",,hsk6
乌云,"เมฆดำ, เมฆมืด",,hsk6
乌黑,"ดำขลับ, ดำสนิท",,hsk6
乐谱,"โน้ตเพลง, สกอร์เพลง",,hsk6
乘务员,"พนักงานต้อนรับ (บนเครื่องบิน, รถไฟ)",,hsk6
乡镇,"เมืองและชนบท, ชุมชนขนาดเล็ก",,hsk6
书房,"ห้องหนังสือ, ห้องทำงาน",,hsk6
乳制品,ผลิตภัณฑ์นม,,hsk6
争夺,"แย่งชิง, แข่งขัน",,hsk6
事后,"หลังจากเหตุการณ์, ทีหลัง",,hsk6
于,"ที่, ใน, บน (บุพบทแสดงสถานที่, เวลา, หรือวัตถุ)",,hsk6
亏待,"ปฏิบัติอย่างไม่เป็นธรรม, เอาเปรียบ",,hsk6
互动,"ปฏิสัมพันธ์, การสื่อสารสองทาง",,hsk6
井,"บ่อน้ำ, บ่อ",,hsk6
产量,"ผลผลิต, ปริมาณผลผลิต",,hsk6
亲属,"ญาติ, เครือญาติ",,hsk6
亲眼,ด้วยตาตนเอง,,hsk6
人权,สิทธิมนุษยชน,,hsk6
从不,ไม่เคย,,hsk6
从没,ไม่เคย,,hsk6
仓库,"คลังสินค้า, โกดัง",,hsk6
以至,"จนกระทั่ง, ถึงกับ",,hsk6
仪器,"เครื่องมือ, อุปกรณ์",,hsk6
仪式,"พิธี, พิธีกรรม",,hsk6
仰,"เงยหน้า, แหงนมอง",,hsk6
任重道远,"ภาระหนักและหนทางไกล, มีหน้าที่สำคัญและต้องใช้ความพยายามอย่างมาก",,hsk6
仿佛,"ราวกับว่า, ประหนึ่งว่า",,hsk6
优胜劣汰,"การคัดเลือกโดยธรรมชาติ, ผู้แข็งแกร่งอยู่รอด",,hsk6
优质,"คุณภาพสูง, คุณภาพดีเยี่ยม",,hsk6
会见,"พบปะ, ประชุม",,hsk6
